"Match_ID","Season","City","Team1","Team2","Toss_Winner","Toss_Decision","Runs_Team1","Runs_Team2","Winner","Player_of_Match","Venue"
1100,2020,"Mohali","Punjab Kings","KKR","RCB","Bat",178,210,"KKR","Andre Russell","Wankhede Stadium"
1101,2019,"Kolkata","Mumbai Indians","Rajasthan Royals","Sunrisers Hyderabad","Field",181,188,"Rajasthan Royals","Andre Russell","Eden Gardens"
1102,2018,"Mumbai","Rajasthan Royals","KKR","Sunrisers Hyderabad","Bat",157,191,"KKR","KL Rahul","Wankhede Stadium"
1103,2022,"Kolkata","Mumbai Indians","RCB","Chennai Super Kings","Field",190,220,"RCB","KL Rahul","Chinnaswamy Stadium"
1104,2016,"Bangalore","Rajasthan Royals","Mumbai Indians","Punjab Kings","Field",155,219,"Mumbai Indians","Hardik Pandya","Feroz Shah Kotla"
1105,2024,"Chennai","Punjab Kings","Rajasthan Royals","Punjab Kings","Bat",192,157,"Punjab Kings","KL Rahul","Wankhede Stadium"
1106,2015,"Bangalore","Sunrisers Hyderabad","Punjab Kings","Rajasthan Royals","Bat",181,156,"Sunrisers Hyderabad","Andre Russell","Eden Gardens"
1107,2019,"Hyderabad","Mumbai Indians","Rajasthan Royals","Chennai Super Kings","Bat",127,176,"Rajasthan Royals","KL Rahul","Rajiv Gandhi Stadium"
1108,2024,"Jaipur","Mumbai Indians","Chennai Super Kings","RCB","Field",133,130,"Mumbai Indians","MS Dhoni","Chinnaswamy Stadium"
1109,2024,"Mumbai","RCB","Rajasthan Royals","Delhi Capitals","Field",176,169,"RCB","Virat Kohli","Eden Gardens"
1110,2024,"Jaipur","Mumbai Indians","RCB","Sunrisers Hyderabad","Bat",181,169,"Mumbai Indians","KL Rahul","Chepauk Stadium"
1111,2020,"Chennai","Chennai Super Kings","Rajasthan Royals","Mumbai Indians","Field",146,136,"Chennai Super Kings","KL Rahul","Chinnaswamy Stadium"
1112,2023,"Delhi","RCB","Mumbai Indians","Chennai Super Kings","Field",174,218,"Mumbai Indians","MS Dhoni","Wankhede Stadium"
1113,2016,"Jaipur","KKR","Rajasthan Royals","Mumbai Indians","Field",151,209,"Rajasthan Royals","Rohit Sharma","Chepauk Stadium"
1114,2018,"Kolkata","Sunrisers Hyderabad","KKR","Chennai Super Kings","Bat",143,202,"KKR","MS Dhoni","Rajiv Gandhi Stadium"
1115,2018,"Chennai","KKR","Chennai Super Kings","Chennai Super Kings","Bat",141,207,"Chennai Super Kings","MS Dhoni","Rajiv Gandhi Stadium"
1116,2015,"Hyderabad","RCB","Sunrisers Hyderabad","RCB","Field",157,160,"Sunrisers Hyderabad","Hardik Pandya","Rajiv Gandhi Stadium"
1117,2022,"Kolkata","KKR","Mumbai Indians","KKR","Field",204,132,"KKR","MS Dhoni","Chinnaswamy Stadium"
1118,2016,"Delhi","Chennai Super Kings","RCB","Delhi Capitals","Bat",202,127,"Chennai Super Kings","David Warner","Chinnaswamy Stadium"
1119,2019,"Chennai","Punjab Kings","RCB","Rajasthan Royals","Field",142,187,"RCB","David Warner","Chinnaswamy Stadium"
1120,2015,"Hyderabad","Punjab Kings","Rajasthan Royals","Punjab Kings","Field",134,138,"Rajasthan Royals","Andre Russell","Chepauk Stadium"
1121,2021,"Mumbai","RCB","Mumbai Indians","KKR","Bat",128,181,"Mumbai Indians","KL Rahul","Feroz Shah Kotla"
1122,2019,"Mumbai","KKR","Punjab Kings","Sunrisers Hyderabad","Field",170,176,"Punjab Kings","MS Dhoni","Chepauk Stadium"
1123,2015,"Mumbai","Rajasthan Royals","RCB","Chennai Super Kings","Bat",214,183,"Rajasthan Royals","Rohit Sharma","Rajiv Gandhi Stadium"
1124,2019,"Hyderabad","RCB","Mumbai Indians","Mumbai Indians","Field",198,188,"RCB","Virat Kohli","Eden Gardens"
1125,2021,"Jaipur","Punjab Kings","Rajasthan Royals","Delhi Capitals","Bat",220,213,"Punjab Kings","Rohit Sharma","Chepauk Stadium"
1126,2020,"Delhi","KKR","RCB","Chennai Super Kings","Field",189,134,"KKR","Rohit Sharma","Chinnaswamy Stadium"
1127,2019,"Mumbai","Delhi Capitals","Rajasthan Royals","Chennai Super Kings","Field",211,176,"Delhi Capitals","Hardik Pandya","Wankhede Stadium"
1128,2022,"Bangalore","Rajasthan Royals","KKR","Rajasthan Royals","Field",198,184,"Rajasthan Royals","KL Rahul","Wankhede Stadium"
1129,2023,"Mumbai","Rajasthan Royals","KKR","Chennai Super Kings","Field",123,149,"KKR","David Warner","Chepauk Stadium"
1130,2017,"Bangalore","Rajasthan Royals","Mumbai Indians","Punjab Kings","Bat",160,216,"Mumbai Indians","MS Dhoni","Feroz Shah Kotla"
1131,2023,"Bangalore","Rajasthan Royals","Delhi Capitals","Sunrisers Hyderabad","Bat",158,127,"Rajasthan Royals","KL Rahul","Feroz Shah Kotla"
1132,2015,"Mohali","Rajasthan Royals","RCB","Punjab Kings","Field",210,164,"Rajasthan Royals","Hardik Pandya","Chinnaswamy Stadium"
1133,2020,"Mumbai","Rajasthan Royals","Mumbai Indians","Delhi Capitals","Bat",193,216,"Mumbai Indians","KL Rahul","Wankhede Stadium"
1134,2021,"Delhi","Sunrisers Hyderabad","Punjab Kings","Mumbai Indians","Bat",131,125,"Sunrisers Hyderabad","Virat Kohli","Wankhede Stadium"
1135,2019,"Chennai","Sunrisers Hyderabad","Rajasthan Royals","Sunrisers Hyderabad","Bat",189,156,"Sunrisers Hyderabad","David Warner","Feroz Shah Kotla"
1136,2016,"Mohali","Mumbai Indians","Delhi Capitals","Chennai Super Kings","Field",130,129,"Mumbai Indians","David Warner","Eden Gardens"
1137,2020,"Mohali","Delhi Capitals","Mumbai Indians","Rajasthan Royals","Field",128,186,"Mumbai Indians","David Warner","Wankhede Stadium"
1138,2023,"Mohali","KKR","Sunrisers Hyderabad","Punjab Kings","Field",147,160,"Sunrisers Hyderabad","David Warner","Eden Gardens"
1139,2023,"Delhi","Delhi Capitals","Mumbai Indians","Delhi Capitals","Bat",138,150,"Mumbai Indians","AB de Villiers","Chepauk Stadium"
1140,2022,"Bangalore","Mumbai Indians","KKR","RCB","Field",183,214,"KKR","Virat Kohli","Feroz Shah Kotla"
1141,2022,"Mumbai","Mumbai Indians","Rajasthan Royals","Sunrisers Hyderabad","Field",138,183,"Rajasthan Royals","Rohit Sharma","Feroz Shah Kotla"
1142,2021,"Chennai","Punjab Kings","RCB","Sunrisers Hyderabad","Field",121,180,"RCB","MS Dhoni","Chinnaswamy Stadium"
1143,2019,"Chennai","Mumbai Indians","Rajasthan Royals","KKR","Field",205,141,"Mumbai Indians","KL Rahul","Eden Gardens"
1144,2022,"Mumbai","Chennai Super Kings","KKR","RCB","Field",218,170,"Chennai Super Kings","Andre Russell","Feroz Shah Kotla"
1145,2015,"Jaipur","Chennai Super Kings","Sunrisers Hyderabad","RCB","Bat",176,122,"Chennai Super Kings","Virat Kohli","Rajiv Gandhi Stadium"
1146,2021,"Mumbai","Sunrisers Hyderabad","Punjab Kings","Sunrisers Hyderabad","Bat",166,160,"Sunrisers Hyderabad","MS Dhoni","Eden Gardens"
1147,2019,"Mumbai","KKR","Punjab Kings","Punjab Kings","Field",174,146,"KKR","Virat Kohli","Wankhede Stadium"
1148,2021,"Chennai","Sunrisers Hyderabad","Delhi Capitals","Chennai Super Kings","Bat",211,176,"Sunrisers Hyderabad","Andre Russell","Eden Gardens"
1149,2021,"Hyderabad","Sunrisers Hyderabad","Punjab Kings","Sunrisers Hyderabad","Field",216,159,"Sunrisers Hyderabad","MS Dhoni","Chepauk Stadium"
1150,2017,"Chennai","Sunrisers Hyderabad","KKR","Chennai Super Kings","Field",161,199,"KKR","KL Rahul","Chinnaswamy Stadium"
1151,2023,"Hyderabad","Rajasthan Royals","Punjab Kings","Delhi Capitals","Bat",175,187,"Punjab Kings","Hardik Pandya","Feroz Shah Kotla"
1152,2019,"Chennai","Sunrisers Hyderabad","RCB","Mumbai Indians","Field",174,143,"Sunrisers Hyderabad","MS Dhoni","Eden Gardens"
1153,2022,"Kolkata","Rajasthan Royals","Punjab Kings","Punjab Kings","Field",130,141,"Punjab Kings","MS Dhoni","Eden Gardens"
1154,2020,"Delhi","Mumbai Indians","Chennai Super Kings","Sunrisers Hyderabad","Field",186,176,"Mumbai Indians","KL Rahul","Chepauk Stadium"
1155,2015,"Mohali","Punjab Kings","RCB","Rajasthan Royals","Bat",166,194,"RCB","Rohit Sharma","Eden Gardens"
1156,2015,"Jaipur","Chennai Super Kings","Delhi Capitals","Punjab Kings","Field",154,121,"Chennai Super Kings","David Warner","Eden Gardens"
1157,2024,"Jaipur","Mumbai Indians","KKR","Sunrisers Hyderabad","Bat",141,163,"KKR","David Warner","Feroz Shah Kotla"
1158,2017,"Chennai","Sunrisers Hyderabad","KKR","KKR","Bat",198,150,"Sunrisers Hyderabad","Rohit Sharma","Chinnaswamy Stadium"
1159,2018,"Mumbai","RCB","Chennai Super Kings","RCB","Bat",168,192,"Chennai Super Kings","Rohit Sharma","Rajiv Gandhi Stadium"
1160,2018,"Hyderabad","RCB","Delhi Capitals","Rajasthan Royals","Bat",168,169,"Delhi Capitals","Rohit Sharma","Chinnaswamy Stadium"
1161,2021,"Delhi","Sunrisers Hyderabad","KKR","Delhi Capitals","Bat",145,143,"Sunrisers Hyderabad","Andre Russell","Rajiv Gandhi Stadium"
1162,2024,"Mohali","Punjab Kings","Chennai Super Kings","KKR","Field",218,208,"Punjab Kings","Virat Kohli","Wankhede Stadium"
1163,2015,"Jaipur","Mumbai Indians","Sunrisers Hyderabad","RCB","Bat",183,120,"Mumbai Indians","KL Rahul","Chinnaswamy Stadium"
1164,2023,"Mumbai","KKR","Mumbai Indians","Mumbai Indians","Bat",162,141,"KKR","Andre Russell","Feroz Shah Kotla"
1165,2021,"Kolkata","RCB","Mumbai Indians","RCB","Field",208,171,"RCB","Rohit Sharma","Feroz Shah Kotla"
1166,2022,"Mohali","Punjab Kings","Chennai Super Kings","RCB","Field",190,164,"Punjab Kings","Rohit Sharma","Eden Gardens"
1167,2021,"Kolkata","Delhi Capitals","Rajasthan Royals","Mumbai Indians","Field",214,209,"Delhi Capitals","AB de Villiers","Feroz Shah Kotla"
1168,2020,"Kolkata","Rajasthan Royals","Mumbai Indians","Mumbai Indians","Bat",193,183,"Rajasthan Royals","David Warner","Chinnaswamy Stadium"
1169,2023,"Jaipur","Sunrisers Hyderabad","Mumbai Indians","Chennai Super Kings","Bat",208,136,"Sunrisers Hyderabad","Andre Russell","Rajiv Gandhi Stadium"
1170,2023,"Mumbai","Chennai Super Kings","Delhi Capitals","RCB","Field",137,147,"Delhi Capitals","Rohit Sharma","Eden Gardens"
1171,2021,"Delhi","Sunrisers Hyderabad","Delhi Capitals","Sunrisers Hyderabad","Bat",138,160,"Delhi Capitals","Andre Russell","Chinnaswamy Stadium"
1172,2019,"Kolkata","Punjab Kings","RCB","KKR","Bat",146,175,"RCB","MS Dhoni","Chinnaswamy Stadium"
1173,2019,"Hyderabad","Sunrisers Hyderabad","Delhi Capitals","KKR","Bat",191,141,"Sunrisers Hyderabad","KL Rahul","Chinnaswamy Stadium"
1174,2022,"Chennai","KKR","Punjab Kings","Sunrisers Hyderabad","Field",195,122,"KKR","KL Rahul","Wankhede Stadium"
1175,2024,"Bangalore","Sunrisers Hyderabad","Delhi Capitals","Chennai Super Kings","Bat",209,212,"Delhi Capitals","Hardik Pandya","Eden Gardens"
1176,2024,"Kolkata","Chennai Super Kings","Rajasthan Royals","Mumbai Indians","Field",190,174,"Chennai Super Kings","KL Rahul","Wankhede Stadium"
1177,2019,"Hyderabad","Punjab Kings","RCB","Sunrisers Hyderabad","Field",148,171,"RCB","KL Rahul","Feroz Shah Kotla"
1178,2021,"Delhi","Chennai Super Kings","Rajasthan Royals","Rajasthan Royals","Field",141,134,"Chennai Super Kings","AB de Villiers","Wankhede Stadium"
1179,2015,"Jaipur","Mumbai Indians","Rajasthan Royals","Punjab Kings","Field",173,152,"Mumbai Indians","Andre Russell","Chepauk Stadium"
1180,2020,"Delhi","Mumbai Indians","Delhi Capitals","Rajasthan Royals","Field",143,212,"Delhi Capitals","AB de Villiers","Eden Gardens"
1181,2018,"Bangalore","RCB","Sunrisers Hyderabad","Rajasthan Royals","Bat",190,197,"Sunrisers Hyderabad","Rohit Sharma","Rajiv Gandhi Stadium"
1182,2017,"Mumbai","Delhi Capitals","Punjab Kings","Mumbai Indians","Field",164,217,"Punjab Kings","Hardik Pandya","Chinnaswamy Stadium"
1183,2024,"Hyderabad","Delhi Capitals","Mumbai Indians","Chennai Super Kings","Field",206,217,"Mumbai Indians","David Warner","Feroz Shah Kotla"
1184,2016,"Chennai","Rajasthan Royals","Punjab Kings","Rajasthan Royals","Field",182,202,"Punjab Kings","Virat Kohli","Eden Gardens"
1185,2015,"Hyderabad","Mumbai Indians","Chennai Super Kings","Sunrisers Hyderabad","Bat",204,144,"Mumbai Indians","David Warner","Wankhede Stadium"
1186,2020,"Chennai","Sunrisers Hyderabad","KKR","Delhi Capitals","Field",192,154,"Sunrisers Hyderabad","Rohit Sharma","Chepauk Stadium"
1187,2022,"Mumbai","KKR","RCB","Chennai Super Kings","Bat",199,170,"KKR","Rohit Sharma","Eden Gardens"
1188,2016,"Jaipur","Chennai Super Kings","Punjab Kings","Delhi Capitals","Bat",146,138,"Chennai Super Kings","AB de Villiers","Chepauk Stadium"
1189,2015,"Mumbai","RCB","Delhi Capitals","Chennai Super Kings","Field",195,173,"RCB","David Warner","Eden Gardens"
1190,2017,"Jaipur","RCB","Chennai Super Kings","KKR","Bat",130,159,"Chennai Super Kings","Andre Russell","Rajiv Gandhi Stadium"
1191,2023,"Delhi","Punjab Kings","Delhi Capitals","Rajasthan Royals","Bat",184,209,"Delhi Capitals","MS Dhoni","Rajiv Gandhi Stadium"
1192,2024,"Chennai","Chennai Super Kings","RCB","Delhi Capitals","Field",148,145,"Chennai Super Kings","MS Dhoni","Chepauk Stadium"
1193,2023,"Kolkata","Delhi Capitals","KKR","RCB","Field",140,218,"KKR","Virat Kohli","Chinnaswamy Stadium"
1194,2015,"Mohali","KKR","Mumbai Indians","KKR","Bat",218,153,"KKR","AB de Villiers","Chinnaswamy Stadium"
1195,2017,"Mohali","Rajasthan Royals","Chennai Super Kings","Punjab Kings","Field",142,136,"Rajasthan Royals","Hardik Pandya","Feroz Shah Kotla"
1196,2018,"Delhi","Rajasthan Royals","Mumbai Indians","Chennai Super Kings","Bat",179,179,"Mumbai Indians","Hardik Pandya","Chepauk Stadium"
1197,2021,"Jaipur","Mumbai Indians","KKR","KKR","Field",165,132,"Mumbai Indians","KL Rahul","Rajiv Gandhi Stadium"
1198,2016,"Mohali","KKR","Chennai Super Kings","Sunrisers Hyderabad","Field",174,122,"KKR","David Warner","Wankhede Stadium"
1199,2024,"Jaipur","RCB","Rajasthan Royals","KKR","Field",211,139,"RCB","AB de Villiers","Eden Gardens"
1200,2018,"Mohali","Delhi Capitals","KKR","KKR","Field",139,192,"KKR","David Warner","Chinnaswamy Stadium"
1201,2022,"Mumbai","Delhi Capitals","KKR","Delhi Capitals","Field",169,155,"Delhi Capitals","Andre Russell","Rajiv Gandhi Stadium"
1202,2023,"Jaipur","KKR","Chennai Super Kings","Chennai Super Kings","Bat",215,165,"KKR","David Warner","Wankhede Stadium"
1203,2016,"Kolkata","Punjab Kings","Sunrisers Hyderabad","KKR","Bat",126,169,"Sunrisers Hyderabad","Rohit Sharma","Wankhede Stadium"
1204,2018,"Hyderabad","Delhi Capitals","Punjab Kings","Sunrisers Hyderabad","Bat",194,186,"Delhi Capitals","Hardik Pandya","Rajiv Gandhi Stadium"
1205,2020,"Hyderabad","Mumbai Indians","Punjab Kings","Punjab Kings","Bat",170,131,"Mumbai Indians","Andre Russell","Rajiv Gandhi Stadium"
1206,2021,"Hyderabad","Delhi Capitals","RCB","Chennai Super Kings","Bat",176,138,"Delhi Capitals","Rohit Sharma","Wankhede Stadium"
1207,2021,"Jaipur","KKR","Chennai Super Kings","Mumbai Indians","Field",196,144,"KKR","Virat Kohli","Feroz Shah Kotla"
1208,2017,"Kolkata","Delhi Capitals","Sunrisers Hyderabad","Punjab Kings","Field",197,149,"Delhi Capitals","Virat Kohli","Chepauk Stadium"
1209,2024,"Hyderabad","Delhi Capitals","Chennai Super Kings","Mumbai Indians","Bat",148,135,"Delhi Capitals","KL Rahul","Eden Gardens"
1210,2016,"Mumbai","Delhi Capitals","Punjab Kings","Delhi Capitals","Bat",198,159,"Delhi Capitals","David Warner","Chepauk Stadium"
1211,2019,"Mumbai","RCB","KKR","Punjab Kings","Field",190,201,"KKR","Andre Russell","Eden Gardens"
1212,2021,"Jaipur","Rajasthan Royals","RCB","Mumbai Indians","Bat",182,179,"Rajasthan Royals","AB de Villiers","Rajiv Gandhi Stadium"
1213,2021,"Mumbai","KKR","Sunrisers Hyderabad","Chennai Super Kings","Field",184,144,"KKR","Andre Russell","Chinnaswamy Stadium"
1214,2020,"Chennai","Delhi Capitals","Rajasthan Royals","Rajasthan Royals","Bat",199,217,"Rajasthan Royals","Virat Kohli","Chepauk Stadium"
1215,2016,"Delhi","Sunrisers Hyderabad","Rajasthan Royals","Sunrisers Hyderabad","Field",179,168,"Sunrisers Hyderabad","Andre Russell","Chinnaswamy Stadium"
1216,2021,"Bangalore","Delhi Capitals","Sunrisers Hyderabad","Delhi Capitals","Field",126,172,"Sunrisers Hyderabad","KL Rahul","Eden Gardens"
1217,2017,"Mohali","Rajasthan Royals","Punjab Kings","RCB","Bat",153,183,"Punjab Kings","AB de Villiers","Wankhede Stadium"
1218,2019,"Bangalore","KKR","Rajasthan Royals","Mumbai Indians","Bat",185,144,"KKR","Andre Russell","Chepauk Stadium"
1219,2020,"Delhi","KKR","Delhi Capitals","Sunrisers Hyderabad","Field",220,148,"KKR","Virat Kohli","Chinnaswamy Stadium"
1220,2019,"Kolkata","Sunrisers Hyderabad","Chennai Super Kings","KKR","Bat",143,180,"Chennai Super Kings","Hardik Pandya","Feroz Shah Kotla"
1221,2021,"Delhi","Punjab Kings","Delhi Capitals","Delhi Capitals","Field",145,150,"Delhi Capitals","David Warner","Eden Gardens"
1222,2024,"Jaipur","Punjab Kings","KKR","Sunrisers Hyderabad","Bat",205,171,"Punjab Kings","Hardik Pandya","Chinnaswamy Stadium"
1223,2016,"Mumbai","Sunrisers Hyderabad","KKR","Mumbai Indians","Field",145,174,"KKR","Andre Russell","Eden Gardens"
1224,2021,"Hyderabad","Sunrisers Hyderabad","Rajasthan Royals","Delhi Capitals","Bat",140,202,"Rajasthan Royals","Virat Kohli","Eden Gardens"
1225,2022,"Chennai","RCB","Mumbai Indians","Delhi Capitals","Bat",163,135,"RCB","Virat Kohli","Chinnaswamy Stadium"
1226,2023,"Delhi","Rajasthan Royals","KKR","Punjab Kings","Field",172,169,"Rajasthan Royals","MS Dhoni","Wankhede Stadium"
1227,2016,"Delhi","Punjab Kings","Delhi Capitals","Chennai Super Kings","Field",160,186,"Delhi Capitals","Andre Russell","Eden Gardens"
1228,2017,"Bangalore","Sunrisers Hyderabad","KKR","KKR","Bat",211,204,"Sunrisers Hyderabad","MS Dhoni","Chinnaswamy Stadium"
1229,2015,"Chennai","RCB","Rajasthan Royals","RCB","Bat",125,193,"Rajasthan Royals","David Warner","Wankhede Stadium"
1230,2020,"Bangalore","KKR","Mumbai Indians","Sunrisers Hyderabad","Bat",152,211,"Mumbai Indians","AB de Villiers","Eden Gardens"
1231,2023,"Kolkata","Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","Bat",135,165,"Chennai Super Kings","David Warner","Wankhede Stadium"
1232,2021,"Delhi","Rajasthan Royals","Delhi Capitals","Rajasthan Royals","Bat",127,138,"Delhi Capitals","Hardik Pandya","Eden Gardens"
1233,2020,"Jaipur","Mumbai Indians","Sunrisers Hyderabad","Punjab Kings","Bat",137,133,"Mumbai Indians","Rohit Sharma","Wankhede Stadium"
1234,2017,"Bangalore","Punjab Kings","Delhi Capitals","Mumbai Indians","Field",198,203,"Delhi Capitals","Rohit Sharma","Chepauk Stadium"
1235,2019,"Mumbai","KKR","Rajasthan Royals","Sunrisers Hyderabad","Field",142,187,"Rajasthan Royals","Virat Kohli","Feroz Shah Kotla"
1236,2020,"Kolkata","Chennai Super Kings","Delhi Capitals","Punjab Kings","Field",134,161,"Delhi Capitals","Hardik Pandya","Wankhede Stadium"
1237,2020,"Mumbai","Punjab Kings","Delhi Capitals","Mumbai Indians","Field",123,197,"Delhi Capitals","Andre Russell","Wankhede Stadium"
1238,2022,"Hyderabad","Chennai Super Kings","Punjab Kings","Rajasthan Royals","Bat",171,131,"Chennai Super Kings","KL Rahul","Wankhede Stadium"
1239,2019,"Mohali","KKR","KKR","Punjab Kings","Bat",151,127,"KKR","Hardik Pandya","Rajiv Gandhi Stadium"
1240,2015,"Bangalore","Mumbai Indians","Punjab Kings","KKR","Field",151,154,"Punjab Kings","AB de Villiers","Eden Gardens"
1241,2022,"Bangalore","Mumbai Indians","Rajasthan Royals","Rajasthan Royals","Field",207,141,"Mumbai Indians","KL Rahul","Eden Gardens"
1242,2017,"Jaipur","Punjab Kings","Rajasthan Royals","Chennai Super Kings","Bat",158,198,"Rajasthan Royals","Hardik Pandya","Chinnaswamy Stadium"
1243,2015,"Mohali","Chennai Super Kings","Sunrisers Hyderabad","Punjab Kings","Bat",174,121,"Chennai Super Kings","AB de Villiers","Rajiv Gandhi Stadium"
1244,2015,"Jaipur","KKR","RCB","RCB","Bat",165,182,"RCB","AB de Villiers","Chepauk Stadium"
1245,2019,"Kolkata","Delhi Capitals","KKR","Chennai Super Kings","Field",159,126,"Delhi Capitals","David Warner","Chinnaswamy Stadium"
1246,2015,"Chennai","Sunrisers Hyderabad","Rajasthan Royals","Chennai Super Kings","Bat",193,157,"Sunrisers Hyderabad","Andre Russell","Feroz Shah Kotla"
1247,2020,"Jaipur","RCB","Rajasthan Royals","Mumbai Indians","Field",175,139,"RCB","Andre Russell","Rajiv Gandhi Stadium"
1248,2024,"Bangalore","Mumbai Indians","Punjab Kings","Chennai Super Kings","Field",190,121,"Mumbai Indians","KL Rahul","Wankhede Stadium"
1249,2023,"Mumbai","RCB","Mumbai Indians","RCB","Field",123,164,"Mumbai Indians","KL Rahul","Rajiv Gandhi Stadium"
1250,2021,"Chennai","RCB","KKR","Mumbai Indians","Field",129,196,"KKR","KL Rahul","Chepauk Stadium"
1251,2023,"Bangalore","Chennai Super Kings","Sunrisers Hyderabad","RCB","Bat",152,199,"Sunrisers Hyderabad","KL Rahul","Chinnaswamy Stadium"
1252,2020,"Bangalore","Rajasthan Royals","KKR","Rajasthan Royals","Field",206,127,"Rajasthan Royals","MS Dhoni","Wankhede Stadium"
1253,2024,"Bangalore","Rajasthan Royals","KKR","RCB","Field",184,173,"Rajasthan Royals","Andre Russell","Rajiv Gandhi Stadium"
1254,2020,"Bangalore","KKR","Punjab Kings","Rajasthan Royals","Bat",133,191,"Punjab Kings","MS Dhoni","Wankhede Stadium"
1255,2018,"Delhi","Rajasthan Royals","KKR","Delhi Capitals","Field",172,145,"Rajasthan Royals","David Warner","Wankhede Stadium"
1256,2022,"Mumbai","Mumbai Indians","Rajasthan Royals","Rajasthan Royals","Bat",150,184,"Rajasthan Royals","Andre Russell","Feroz Shah Kotla"
1257,2018,"Jaipur","RCB","RCB","Rajasthan Royals","Bat",217,178,"RCB","David Warner","Rajiv Gandhi Stadium"
1258,2024,"Jaipur","Delhi Capitals","Punjab Kings","Sunrisers Hyderabad","Field",131,135,"Punjab Kings","MS Dhoni","Chinnaswamy Stadium"
1259,2023,"Delhi","Rajasthan Royals","Sunrisers Hyderabad","KKR","Field",158,212,"Sunrisers Hyderabad","AB de Villiers","Chepauk Stadium"
1260,2022,"Chennai","Delhi Capitals","Punjab Kings","Chennai Super Kings","Bat",206,130,"Delhi Capitals","Virat Kohli","Feroz Shah Kotla"
1261,2024,"Mumbai","Delhi Capitals","Chennai Super Kings","Mumbai Indians","Field",172,166,"Delhi Capitals","Hardik Pandya","Feroz Shah Kotla"
1262,2016,"Mohali","Punjab Kings","Chennai Super Kings","Punjab Kings","Field",174,201,"Chennai Super Kings","Rohit Sharma","Rajiv Gandhi Stadium"
1263,2020,"Bangalore","Chennai Super Kings","Punjab Kings","Mumbai Indians","Field",184,216,"Punjab Kings","David Warner","Wankhede Stadium"
1264,2021,"Mumbai","Delhi Capitals","Rajasthan Royals","Rajasthan Royals","Bat",170,149,"Delhi Capitals","Andre Russell","Chepauk Stadium"
1265,2018,"Hyderabad","Delhi Capitals","RCB","Punjab Kings","Bat",218,166,"Delhi Capitals","David Warner","Chinnaswamy Stadium"
1266,2016,"Mumbai","Mumbai Indians","Punjab Kings","Chennai Super Kings","Bat",155,149,"Mumbai Indians","Andre Russell","Feroz Shah Kotla"
1267,2024,"Mohali","Rajasthan Royals","RCB","Sunrisers Hyderabad","Bat",163,178,"RCB","Virat Kohli","Feroz Shah Kotla"
1268,2022,"Delhi","Delhi Capitals","KKR","Delhi Capitals","Field",136,186,"KKR","David Warner","Rajiv Gandhi Stadium"
1269,2015,"Mohali","Mumbai Indians","Sunrisers Hyderabad","Rajasthan Royals","Field",140,141,"Sunrisers Hyderabad","Virat Kohli","Wankhede Stadium"
1270,2020,"Hyderabad","Chennai Super Kings","Mumbai Indians","Sunrisers Hyderabad","Field",162,132,"Chennai Super Kings","KL Rahul","Rajiv Gandhi Stadium"
1271,2023,"Delhi","Mumbai Indians","Sunrisers Hyderabad","RCB","Field",200,182,"Mumbai Indians","David Warner","Eden Gardens"
1272,2020,"Mumbai","Mumbai Indians","Rajasthan Royals","Sunrisers Hyderabad","Field",148,216,"Rajasthan Royals","Andre Russell","Eden Gardens"
1273,2015,"Chennai","Rajasthan Royals","Punjab Kings","KKR","Field",202,143,"Rajasthan Royals","KL Rahul","Chepauk Stadium"
1274,2017,"Bangalore","Chennai Super Kings","Mumbai Indians","Sunrisers Hyderabad","Bat",135,149,"Mumbai Indians","AB de Villiers","Feroz Shah Kotla"
1275,2023,"Bangalore","KKR","Chennai Super Kings","Delhi Capitals","Bat",158,130,"KKR","David Warner","Chinnaswamy Stadium"
1276,2019,"Hyderabad","Sunrisers Hyderabad","RCB","KKR","Field",169,147,"Sunrisers Hyderabad","David Warner","Wankhede Stadium"
1277,2024,"Jaipur","Rajasthan Royals","Chennai Super Kings","Delhi Capitals","Bat",192,202,"Chennai Super Kings","KL Rahul","Eden Gardens"
1278,2024,"Hyderabad","Punjab Kings","KKR","Chennai Super Kings","Bat",139,170,"KKR","AB de Villiers","Chinnaswamy Stadium"
1279,2018,"Chennai","Sunrisers Hyderabad","Rajasthan Royals","Chennai Super Kings","Field",153,215,"Rajasthan Royals","Andre Russell","Rajiv Gandhi Stadium"
1280,2015,"Kolkata","Rajasthan Royals","Delhi Capitals","Chennai Super Kings","Bat",204,166,"Rajasthan Royals","Andre Russell","Chepauk Stadium"
1281,2016,"Jaipur","Delhi Capitals","Chennai Super Kings","Mumbai Indians","Field",187,166,"Delhi Capitals","David Warner","Chinnaswamy Stadium"
1282,2016,"Kolkata","Sunrisers Hyderabad","Chennai Super Kings","Delhi Capitals","Bat",188,199,"Chennai Super Kings","David Warner","Chinnaswamy Stadium"
1283,2024,"Mumbai","Chennai Super Kings","RCB","RCB","Bat",166,187,"RCB","Hardik Pandya","Rajiv Gandhi Stadium"
1284,2022,"Bangalore","Sunrisers Hyderabad","Chennai Super Kings","Sunrisers Hyderabad","Bat",138,174,"Chennai Super Kings","Rohit Sharma","Rajiv Gandhi Stadium"
1285,2022,"Mumbai","Chennai Super Kings","Sunrisers Hyderabad","Rajasthan Royals","Bat",133,150,"Sunrisers Hyderabad","AB de Villiers","Wankhede Stadium"
